Date,Team,Acquired,Relinquished,Notes
3/26/2021,Bucks,Bryn Forbes,,activated from IL
3/26/2021,Cavaliers,,Isaiah Hartenstein,placed on IL with NBA health and safety protocols
3/26/2021,Celtics,,Evan Fournier,placed on IL with NBA health and safety protocols
3/26/2021,Grizzlies,Sean McDermott,,activated from IL
3/26/2021,Hawks,,De'Andre Hunter,placed on IL with sore right knee
3/26/2021,Jazz,,Matt Thomas,placed on IL with NBA health and safety protocols
3/26/2021,Magic,,Jeff Teague,placed on IL with NBA health and safety protocols
3/26/2021,Magic,,Otto Porter Jr.,placed on IL with NBA health and safety protocols
3/26/2021,Magic,,R.J. Hampton,placed on IL with NBA health and safety protocols
3/26/2021,Magic,,Wendell Carter Jr.,placed on IL with NBA health and safety protocols
3/26/2021,Mavericks,,Luka Doncic,placed on IL with tightness in lower back
3/26/2021,Mavericks,,Nicolo Melli,placed on IL with NBA health and safety protocols
3/26/2021,Nuggets,,Aaron Gordon,placed on IL with NBA health and safety protocols
3/26/2021,Nuggets,,Gary Clark Jr.,placed on IL with NBA health and safety protocols
3/26/2021,Nuggets,,JaVale McGee,placed on IL with NBA health and safety protocols
3/26/2021,Pelicans,,James Johnson,placed on IL with NBA health and safety protocols
3/26/2021,Pelicans,,Wesley Iwundu / Wes Iwundu,placed on IL with NBA health and safety protocols
3/26/2021,Pistons,,Dennis Smith Jr.,placed on IL with spine injury
3/26/2021,Pistons,Hamidou Diallo,,activated from IL
3/26/2021,Pistons,Rodney McGruder,,activated from IL
3/26/2021,Raptors,,DeAndre' Bembry,placed on IL with NBA health and safety protocols
3/26/2021,Raptors,,Paul Watson,placed on IL with NBA health and safety protocols
3/26/2021,Rockets,,Kelly Olynyk,placed on IL with NBA health and safety protocols
3/26/2021,Timberwolves,,Josh Okogie,placed on IL with NBA health and safety protocols
3/27/2021,Blazers,,Nassir Little,placed on IL with sprained right thumb
3/27/2021,Cavaliers,,Jarrett Allen,placed on IL with concussion
3/27/2021,Cavaliers,Collin Sexton,,activated from IL
3/27/2021,Cavaliers,Isaiah Hartenstein,,activated from IL
3/27/2021,Celtics,,Kemba Walker,placed on IL with left knee injury
3/27/2021,Clippers,,Rajon Rondo,placed on IL with right adductor injury
3/27/2021,Clippers,Patrick Beverley,,activated from IL
3/27/2021,Jazz,,Mike Conley,placed on IL with right hamstring injury
3/27/2021,Jazz,Matt Thomas,,activated from IL
3/27/2021,Knicks,,Julius Randle,placed on IL with left thigh injury
3/27/2021,Knicks,,Terrance Ferguson,placed on IL with NBA health and safety protocols
3/27/2021,Mavericks,,Luka Doncic,placed on IL with illness
3/27/2021,Mavericks,Nicolo Melli,,activated from IL
3/27/2021,Pelicans,,Jaxson Hayes,placed on IL with sprained right wrist
3/27/2021,Pelicans,,Lonzo Ball,placed on IL with right hip flexor injury
3/27/2021,Pelicans,James Johnson,,activated from IL
3/27/2021,Pelicans,Wesley Iwundu / Wes Iwundu,,activated from IL
3/27/2021,Pistons,,Hamidou Diallo,placed on IL with right groin injury
3/27/2021,Pistons,,Rodney McGruder,placed on IL with sprained right elbow (out for season)
3/27/2021,Rockets,Kelly Olynyk,,activated from IL
3/27/2021,Thunder,,Tony Bradley,placed on IL with NBA health and safety protocols
3/27/2021,Thunder,Josh Hall,,activated from IL
3/27/2021,Magic,Jeff Teague,,activated from IL
3/28/2021,Blazers,Damian Lillard,,activated from IL
3/28/2021,Jazz,Mike Conley,,activated from IL
3/28/2021,Kings,,Hassan Whiteside,placed on IL with sore right knee
3/28/2021,Knicks,,Mitchell Robinson,placed on IL with fractured right foot (out for season)
3/28/2021,Magic,Otto Porter Jr.,,activated from IL
3/28/2021,Magic,R.J. Hampton,,activated from IL
3/28/2021,Magic,Wendell Carter Jr.,,activated from IL
3/28/2021,Mavericks,Luka Doncic,,activated from IL
3/28/2021,Nuggets,Aaron Gordon,,activated from IL
3/28/2021,Nuggets,JaVale McGee,,activated from IL
3/28/2021,Raptors,,Jalen Harris,placed on IL with right hip pointer
3/28/2021,Raptors,,Kyle Lowry,placed on IL with sore right foot
3/28/2021,Thunder,,Luguentz Dort,placed on IL with concussion
3/28/2021,Knicks,Terrance Ferguson,,activated from IL
3/28/2021,Spurs,Marquese Chriss,,activated from IL
3/29/2021,Bulls,,Coby White,placed on IL with cervical injury
3/29/2021,Cavaliers,,Larry Nance Jr.,placed on IL with illness
3/29/2021,Cavaliers,Taurean Prince,,activated from IL
3/29/2021,Celtics,,Jaylen Brown,placed on IL with bruised left hip
3/29/2021,Celtics,Evan Fournier,,activated from IL
3/29/2021,Celtics,Kemba Walker,,activated from IL
3/29/2021,Grizzlies,,Justise Winslow,placed on IL with right thigh injury
3/29/2021,Jazz,,Juwan Morgan,placed on IL with left calf injury
3/29/2021,Knicks,Julius Randle,,activated from IL
3/29/2021,Knicks,Reggie Bullock,,activated from IL
3/29/2021,Nets,,LaMarcus Aldridge,placed on IL with conditioning
3/29/2021,Pacers,,Doug McDermott,placed on IL with sprained right ankle
3/29/2021,Pelicans,Jaxson Hayes,,activated from IL
3/29/2021,Pistons,Hamidou Diallo,,activated from IL
3/29/2021,Raptors,Kyle Lowry,,activated from IL
3/29/2021,Rockets,Avery Bradley,,activated from IL
3/29/2021,Spurs,,Lonnie Walker IV,placed on IL with right wrist injury
3/29/2021,Thunder,Tony Bradley,,activated from IL
3/29/2021,Warriors,,Eric Paschall,placed on IL with sore left wrist
3/29/2021,Warriors,Stephen Curry,,activated from IL
3/29/2021,Wizards,,Bradley Beal,placed on IL with bruised right hip
3/29/2021,Rockets,,Christian Wood,placed on IL with illness
3/29/2021,Spurs,,Gorgui Dieng,placed on IL
3/30/2021,76ers,Ignas Brazdeikis / Iggy Brazdeikis,,activated from IL
3/30/2021,Clippers,,Paul George,placed on IL with sore right foot
3/30/2021,Hawks,Louis Williams / Lou Williams,,activated from IL
3/30/2021,Magic,Terrence Ross,,activated from IL
3/30/2021,Nuggets,Gary Clark Jr.,,activated from IL
3/30/2021,Nuggets,Greg Whittington,,activated from IL
3/30/2021,Spurs,,Trey Lyles,placed on IL with sprained right ankle (out for season)
3/30/2021,Suns,,Frank Kaminsky,placed on IL with NBA health and safety protocols
3/30/2021,Wizards,,Daniel Gafford,placed on IL with sprained right ankle
3/30/2021,Wizards,,Raulzinho Neto / Raul Neto,placed on IL with rib injury
3/31/2021,Blazers,,Keljin Blevins,placed on IL
3/31/2021,Bulls,,Garrett Temple,placed on IL with strained right hamstring
3/31/2021,Bulls,,Zach LaVine,placed on IL with sprained right ankle
3/31/2021,Celtics,Jaylen Brown,,activated from IL
3/31/2021,Grizzlies,,Grayson Allen,placed on IL with sore left hip
3/31/2021,Hawks,,John Collins,placed on IL with sprained left ankle
3/31/2021,Kings,Jahmi'us Ramsey,,activated from IL
3/31/2021,Knicks,,Derrick Rose,placed on IL with sore left ankle
3/31/2021,Pacers,,Jeremy Lamb,placed on IL with toe injury
3/31/2021,Pacers,Doug McDermott,,activated from IL
3/31/2021,Pistons,,Sekou Doumbouya,placed on IL with migraine headache
3/31/2021,Rockets,,John Wall (Hildred),placed on IL with left knee injury
3/31/2021,Rockets,Christian Wood,,activated from IL
3/31/2021,Spurs,Gorgui Dieng,,activated from IL
3/31/2021,Thunder,,Aleksej Pokusevski,placed on IL with NBA health and safety protocols
4/1/2021,Bucks,Rodions Kurucs,,activated from IL
4/1/2021,Cavaliers,Kevin Love,,activated from IL
4/1/2021,Cavaliers,Matthew Dellavedova,,activated from IL
4/1/2021,Clippers,,Patrick Beverley,placed on IL with sore right knee
4/1/2021,Clippers,Paul George,,activated from IL
4/1/2021,Heat,,Goran Dragic,placed on IL with lower back spasms
4/1/2021,Heat,Victor Oladipo,,activated from IL
4/1/2021,Lakers,,Andre Drummond,placed on IL with right big toe injury
4/1/2021,Nets,,Blake Griffin,placed on IL with left knee injury
4/1/2021,Nets,,James Harden,placed on IL with right hamstring injury
4/1/2021,Nets,LaMarcus Aldridge,,activated from IL
4/1/2021,Nets,Landry Shamet,,activated from IL
4/1/2021,Pelicans,,Brandon Ingram,placed on IL with right toe inflammation
4/1/2021,Pelicans,,Zion Williamson,placed on IL with sprained right thumb
4/1/2021,Pistons,,Hamidou Diallo,placed on IL with right groin injury
4/1/2021,Pistons,Dennis Smith Jr.,,activated from IL
4/1/2021,Pistons,Sekou Doumbouya,,activated from IL
4/1/2021,Raptors,DeAndre' Bembry,,activated from IL
4/1/2021,Spurs,,Gorgui Dieng,placed on IL with sprained right shoulder
4/1/2021,Thunder,Aleksej Pokusevski,,activated from IL
4/1/2021,Wizards,Raulzinho Neto / Raul Neto,,activated from IL
4/2/2021,Blazers,Keljin Blevins,,activated from IL
4/2/2021,Bucks,Bobby Portis,,activated from IL
4/2/2021,Bulls,Coby White,,activated from IL
4/2/2021,Bulls,Zach LaVine,,activated from IL
4/2/2021,Grizzlies,Grayson Allen,,activated from IL
4/2/2021,Hawks,,Trae Young,placed on IL with sore left knee
4/2/2021,Heat,Goran Dragic,,activated from IL
4/2/2021,Hornets,,Malik Monk,placed on IL with sore right foot / sprained right ankle
4/2/2021,Knicks,Derrick Rose,,activated from IL
4/2/2021,Pelicans,,Josh Hart,placed on IL with right thumb injury (out for season)
4/2/2021,Pistons,Hamidou Diallo,,activated from IL
4/2/2021,Pistons,placed on IL with torn labrum in right hip,,activated from IL
4/2/2021,Raptors,,Kyle Lowry,placed on IL with right foot injury
4/2/2021,Raptors,,Rodney Hood,placed on IL with right hip flexor injury
4/2/2021,Timberwolves,Josh Okogie,,activated from IL
4/2/2021,Warriors,Eric Paschall,,activated from IL
4/2/2021,Wizards,Davis Bertans,,activated from IL
4/2/2021,Wizards,Ishmael Smith / Ish Smith,,activated from IL
4/3/2021,76ers,Joel Embiid,,activated from IL
4/3/2021,Blazers,,Keljin Blevins,placed on IL
4/3/2021,Blazers,Nassir Little,,activated from IL
4/3/2021,Bucks,,Giannis Antetokounmpo,placed on IL with sore left knee
4/3/2021,Cavaliers,,Dylan Windler,placed on IL with surgery on left knee (out for season)
4/3/2021,Celtics,Romeo Langford,,activated from IL
4/3/2021,Hornets,,Gordon Hayward,placed on IL with sprained right foot
4/3/2021,Jazz,,Elijah Hughes,placed on IL with illness
4/3/2021,Jazz,,Mike Conley,placed on IL with right hamstring injury
4/3/2021,Pacers,,Domantas Sabonis,placed on IL with sprained left ankle
4/3/2021,Pacers,,Malcolm Brogdon,placed on IL with right hip injury
4/3/2021,Pistons,Killian Hayes,,activated from IL
4/3/2021,Timberwolves,,Malik Beasley,placed on IL with left hamstring injury (out for season)
4/3/2021,Warriors,,Eric Paschall,placed on IL with left hip flexor injury
4/3/2021,Wizards,,Rui Hachimura,placed on IL with right shoulder injury
4/4/2021,76ers,,Joel Embiid,placed on IL with left knee injury
4/4/2021,Bulls,,Coby White,placed on IL with NBA health and safety protocols
4/4/2021,Clippers,Rajon Rondo,,activated from IL
4/4/2021,Hawks,Trae Young,,activated from IL
4/4/2021,Nets,Blake Griffin,,activated from IL
4/4/2021,Nuggets,Monte Morris,,activated from IL
4/4/2021,Pelicans,,Isaiah Thomas,placed on IL with NBA health and safety protocols
4/4/2021,Pelicans,,Kira Lewis Jr.,placed on IL with strained right calf
4/4/2021,Pelicans,Lonzo Ball,,activated from IL
4/4/2021,Thunder,,Josh Hall,placed on IL with concussion
4/4/2021,Rockets,John Wall (Hildred),,activated from IL
4/4/2021,Rockets,,Armoni Brooks,placed on IL with NBA health and safety protocols
4/5/2021,76ers,Joel Embiid,,activated from IL
4/5/2021,Bulls,,Daniel Theis,placed on IL with NBA health and safety protocols
4/5/2021,Celtics,Semi Ojeleye,,activated from IL
4/5/2021,Grizzlies,,De'Anthony Melton,placed on IL with left leg injury
4/5/2021,Jazz,Mike Conley,,activated from IL
4/5/2021,Kings,Hassan Whiteside,,activated from IL
4/5/2021,Nets,,Blake Griffin,placed on IL with left knee injury
4/5/2021,Nets,,Landry Shamet,placed on IL with sprained right ankle
4/5/2021,Nets,,Tyler Johnson,placed on IL with sore right knee
4/5/2021,Nets,James Harden,,activated from IL
4/5/2021,Pelicans,Isaiah Thomas,,activated from IL
4/5/2021,Pistons,,Mason Plumlee,placed on IL
4/5/2021,Raptors,,Fred VanVleet,placed on IL with left hip flexor injury
4/5/2021,Spurs,Gorgui Dieng,,activated from IL
4/5/2021,Timberwolves,,Jaylen Nowell,placed on IL with tibia injury
4/5/2021,Timberwolves,D'Angelo Russell,,activated from IL
4/6/2021,Bulls,,Adam Mokoka,placed on IL with NBA health and safety protocols
4/6/2021,Bulls,Coby White,,activated from IL
4/6/2021,Celtics,,Evan Fournier,placed on IL with NBA health and safety protocols
4/6/2021,Clippers,Patrick Beverley,,activated from IL
4/6/2021,Grizzlies,,Brandon Clarke,placed on IL with left calf injury
4/6/2021,Nets,,James Harden,placed on IL with strained right hamstring
4/6/2021,Nuggets,,Jamal Murray,placed on IL with sore right knee
4/6/2021,Pacers,Jeremy Lamb,,activated from IL
4/6/2021,Pelicans,,Nickeil Alexander-Walker,placed on IL with high left ankle sprain
4/6/2021,Pelicans,Zion Williamson,,activated from IL
4/6/2021,Pistons,,Killian Hayes,placed on IL with right hip injury
4/6/2021,Pistons,Mason Plumlee,,activated from IL
4/6/2021,Suns,Frank Kaminsky,,activated from IL
4/7/2021,Bulls,Daniel Theis,,activated from IL
4/7/2021,Celtics,,Kemba Walker,placed on IL with left knee injury
4/7/2021,Celtics,Tristan Thompson,,activated from IL
4/7/2021,Hawks,,Clint Capela,placed on IL with left Achilles injury
4/7/2021,Magic,,Karim Mane,placed on IL with right hamstring injury
4/7/2021,Magic,,Otto Porter Jr.,placed on IL with left foot injury (out for season)
4/7/2021,Magic,Cole Anthony,,activated from IL
4/7/2021,Mavericks,,Trey Burke,placed on IL with strained left calf
4/7/2021,Nets,Blake Griffin,,activated from IL
4/7/2021,Nets,Kevin Durant,,activated from IL
4/7/2021,Pacers,,Myles Turner,placed on IL with sprained left ankle
4/7/2021,Pistons,,Jerami Grant,placed on IL with sore right knee
4/7/2021,Rockets,,Danuel House Jr.,placed on IL with sprained right ankle
4/7/2021,Thunder,,Isaiah Roby,placed on IL with concussion
4/7/2021,Wizards,Bradley Beal,,activated from IL
4/7/2021,Wizards,Rui Hachimura,,activated from IL
4/8/2021,Jazz,,Jordan Clarkson,placed on IL with sprained right ankle
4/8/2021,Jazz,Elijah Hughes,,activated from IL
4/8/2021,Lakers,,Kyle Kuzma,placed on IL with strained left calf
4/8/2021,Lakers,Andre Drummond,,activated from IL
4/8/2021,Magic,Gary Harris,,activated from IL
4/8/2021,Mavericks,Trey Burke,,activated from IL
4/8/2021,Pistons,,Mason Plumlee,placed on IL with concussion
4/8/2021,Pistons,Jahlil Okafor,,activated from IL
4/8/2021,Pistons,Killian Hayes,,activated from IL
4/8/2021,Rockets,,John Wall (Hildred),placed on IL with left Achilles injury
4/9/2021,Celtics,Kemba Walker,,activated from IL
4/9/2021,Clippers,,Patrick Beverley,placed on IL with fractured left hand
4/9/2021,Clippers,,Rajon Rondo,placed on IL with right adductor injury
4/9/2021,Grizzlies,,Jontay Porter,placed on IL with sore right knee
4/9/2021,Grizzlies,Brandon Clarke,,activated from IL
4/9/2021,Hawks,Clint Capela,,activated from IL
4/9/2021,Heat,,Victor Oladipo,placed on IL with right knee injury (out for season)
4/9/2021,Nets,Landry Shamet,,activated from IL
4/9/2021,Pacers,Domantas Sabonis,,activated from IL
4/9/2021,Pacers,Malcolm Brogdon,,activated from IL
4/9/2021,Pelicans,,Lonzo Ball,placed on IL with left hip flexor injury
4/9/2021,Pelicans,Brandon Ingram,,activated from IL
4/9/2021,Pelicans,Kira Lewis Jr.,,activated from IL
4/9/2021,Rockets,Armoni Brooks,,activated from IL
4/9/2021,Spurs,,Gorgui Dieng,placed on IL with sprained right shoulder
4/9/2021,Spurs,Lonnie Walker IV,,activated from IL
4/9/2021,Warriors,,Juan Toscano-Anderson,placed on IL with left elbow injury
4/9/2021,Raptors,Patrick McCaw,,activated from IL
4/9/2021,Nuggets,,Shaquille Harrison,placed on IL with NBA health and safety protocols
4/10/2021,Jazz,Juwan Morgan,,activated from IL
4/10/2021,Lakers,,Marc Gasol,placed on IL with left hamstring injury
4/10/2021,Pistons,Mason Plumlee,,activated from IL
4/10/2021,Raptors,Rodney Hood,,activated from IL
4/10/2021,Rockets,John Wall (Hildred),,activated from IL
4/10/2021,Thunder,Darius Bazley,,activated from IL
4/10/2021,Thunder,Luguentz Dort,,activated from IL
4/10/2021,Warriors,,Kelly Oubre Jr.,placed on IL with sore left wrist
4/10/2021,Warriors,Juan Toscano-Anderson,,activated from IL
4/10/2021,Wizards,,Bradley Beal,placed on IL with back injury
4/10/2021,Wizards,Daniel Gafford,,activated from IL
4/11/2021,Cavaliers,,Collin Sexton,placed on IL with strained left groin
4/11/2021,Clippers,,Kawhi Leonard,placed on IL with sore right foot
4/11/2021,Clippers,Rajon Rondo,,activated from IL
4/11/2021,Hawks,,Tony Snell,placed on IL with sprained right ankle
4/11/2021,Mavericks,Willie Cauley-Stein,,activated from IL
4/11/2021,Nets,,LaMarcus Aldridge,placed on IL with irregular heartbeat
4/11/2021,Pistons,,Dennis Smith Jr.,placed on IL with left knee injury (out for season)
4/11/2021,Pistons,,Killian Hayes,placed on IL with right hip injury
4/11/2021,Raptors,Kyle Lowry,,activated from IL
4/11/2021,Rockets,,Sterling Brown,placed on IL with sore left knee (out for season)
4/11/2021,Spurs,Keita Bates-Diop,,activated from IL
4/11/2021,Timberwolves,Jaylen Nowell,,activated from IL
4/11/2021,Warriors,,James Wiseman,placed on IL with torn meniscus in right knee (out for season)
4/12/2021,Kings,,Buddy Hield,placed on IL with illness
4/12/2021,Lakers,,Alfonzo McKinnie,placed on IL with NBA health and safety protocols
4/12/2021,Lakers,Kyle Kuzma,,activated from IL
4/12/2021,Lakers,Marc Gasol,,activated from IL
4/12/2021,Magic,,Gary Harris,placed on IL with strained left adductor
4/12/2021,Magic,Karim Mane,,activated from IL
4/12/2021,Mavericks,,Kristaps Porzingis,placed on IL with right knee injury
4/12/2021,Mavericks,J.J. Redick,,activated from IL
4/12/2021,Nuggets,Jamal Murray,,activated from IL
4/12/2021,Thunder,,Aleksej Pokusevski,placed on IL with sore right arm
4/12/2021,Thunder,,Gabriel Deck,placed on IL with NBA health and safety protocols
4/12/2021,Wizards,Bradley Beal,,activated from IL
4/12/2021,Warriors,Kelly Oubre Jr.,,activated from IL
4/12/2021,76ers,,Anthony Tolliver,placed on IL with NBA health and safety protocols
4/13/2021,Cavaliers,Jarrett Allen,,activated from IL
4/13/2021,Cavaliers,Larry Nance Jr.,,activated from IL
4/13/2021,Grizzlies,Jontay Porter,,activated from IL
4/13/2021,Heat,K.Z. Okpala,,activated from IL
4/13/2021,Hornets,,P.J. Washington,placed on IL with sprained right ankle
4/13/2021,Hornets,,Terry Rozier,placed on IL with left knee tendinitis
4/13/2021,Jazz,,Joe Ingles,placed on IL with sore left knee
4/13/2021,Lakers,Alfonzo McKinnie,,activated from IL
4/13/2021,Mavericks,Kristaps Porzingis,,activated from IL
4/13/2021,Nuggets,,Jamal Murray,placed on IL with torn ACL in left knee (out for season)
4/13/2021,Pistons,Jerami Grant,,activated from IL
4/13/2021,Pistons,Killian Hayes,,activated from IL
4/13/2021,Raptors,,DeAndre' Bembry,placed on IL with right hamstring injury
4/13/2021,Thunder,,Mike Muscala,placed on IL with sprained right ankle (out for season)
4/13/2021,Thunder,Isaiah Roby,,activated from IL
4/13/2021,Thunder,Josh Hall,,activated from IL
4/14/2021,76ers,Anthony Tolliver,,activated from IL
4/14/2021,Bucks,P.J. Tucker,,activated from IL
4/14/2021,Bulls,Garrett Temple,,activated from IL
4/14/2021,Cavaliers,,Damyean Dotson,placed on IL with sore left knee
4/14/2021,Hornets,,Nate Darling,placed on IL with sprained right ankle
4/14/2021,Hornets,Terry Rozier,,activated from IL
4/14/2021,Kings,,Richaun Holmes,placed on IL with strained right hamstring
4/14/2021,Kings,Buddy Hield,,activated from IL
4/14/2021,Magic,,Mohamed Bamba / Mo Bamba,placed on IL with bruised left hip
4/14/2021,Magic,Gary Harris,,activated from IL
4/14/2021,Nets,,Chris Chiozza,placed on IL with fractured right hand
4/14/2021,Pacers,,Doug McDermott,placed on IL with sprained left ankle
4/14/2021,Raptors,,Gary Trent Jr.,placed on IL with sore right ankle
4/14/2021,Raptors,Fred VanVleet,,activated from IL
4/14/2021,Raptors,Paul Watson,,activated from IL
4/14/2021,Rockets,,D.J. Augustine,placed on IL with sprained left ankle
4/14/2021,Rockets,Danuel House Jr.,,activated from IL
4/14/2021,Thunder,,Luguentz Dort,placed on IL with sore left shoulder
4/15/2021,Bucks,,Donte DiVincenzo,placed on IL with toe injury
4/15/2021,Bucks,Giannis Antetokounmpo,,activated from IL
4/15/2021,Bulls,,Zach LaVine,placed on IL with NBA health and safety protocols
4/15/2021,Cavaliers,Collin Sexton,,activated from IL
4/15/2021,Celtics,,Robert Williams III,placed on IL with sore left knee
4/15/2021,Hornets,,Devonte' Graham,placed on IL with bruised left quadricep
4/15/2021,Lakers,,Andre Drummond,placed on IL with toe injury
4/15/2021,Lakers,,Markieff Morris,placed on IL with sprained left ankle
4/15/2021,Nuggets,Shaquille Harrison,,activated from IL
4/15/2021,Pistons,,Cory Joseph,placed on IL with sore left ankle
4/15/2021,Thunder,,Josh Hall,placed on IL with knee injury
4/15/2021,Thunder,Luguentz Dort,,activated from IL
4/15/2021,Nets,LaMarcus Aldridge,,activated from IL
4/16/2021,76ers,,Dwight Howard,placed on IL with sore left knee
4/16/2021,76ers,,Tobias Harris,placed on IL with sore right knee
4/16/2021,Bulls,,Tomas Satoransky,placed on IL with illness
4/16/2021,Grizzlies,,Brandon Clarke,placed on IL with right hip injury
4/16/2021,Jazz,,Derrick Favors,placed on IL with sore right knee
4/16/2021,Jazz,Joe Ingles,,activated from IL
4/16/2021,Jazz,Jordan Clarkson,,activated from IL
4/16/2021,Knicks,,Alec Burks,placed on IL with NBA health and safety protocols
4/16/2021,Magic,,Michael Carter-Williams,placed on IL with sprained left ankle (out for season)
4/16/2021,Pacers,,JaKarr Sampson,placed on IL with sore lower back
4/16/2021,Pelicans,Lonzo Ball,,activated from IL
4/16/2021,Pistons,,Jerami Grant,placed on IL with sore right knee
4/16/2021,Raptors,,O.G. Anunoby,placed on IL with right knee injury
4/16/2021,Raptors,DeAndre' Bembry,,activated from IL
4/16/2021,Spurs,Gorgui Dieng,,activated from IL
4/16/2021,Timberwolves,,Jaylen Nowell,placed on IL with tibia injury
4/17/2021,Bulls,Tomas Satoransky,,activated from IL
4/17/2021,Celtics,,Jaylen Brown,placed on IL with illness
4/17/2021,Jazz,,Donovan Mitchell,placed on IL with sprained right ankle
4/17/2021,Jazz,,Mike Conley,placed on IL with sore right knee
4/17/2021,Jazz,,Rudy Gobert,placed on IL with bruised right knee
4/17/2021,Lakers,Andre Drummond,,activated from IL
4/17/2021,Lakers,Markieff Morris,,activated from IL
4/17/2021,Pacers,JaKarr Sampson,,activated from IL
4/17/2021,Pistons,,Killian Hayes,placed on IL with right hip injury
4/17/2021,Pistons,,Sekou Doumbouya,placed on IL with sore neck
4/17/2021,Pistons,Cory Joseph,,activated from IL
4/17/2021,Pistons,Jerami Grant,,activated from IL
4/18/2021,Clippers,Kawhi Leonard,,activated from IL
4/18/2021,Grizzlies,,Jonas Valanciunas,placed on IL with concussion
4/18/2021,Hawks,,Danilo Gallinari,placed on IL with sore right foot
4/18/2021,Hawks,John Collins,,activated from IL
4/18/2021,Hornets,P.J. Washington,,activated from IL
4/18/2021,Kings,,Robert Woodard II,placed on IL with sore lower back
4/18/2021,Magic,,James Ennis III,placed on IL with right calf injury
4/18/2021,Magic,Mohamed Bamba / Mo Bamba,,activated from IL
4/18/2021,Pacers,Myles Turner,,activated from IL
4/18/2021,Pistons,,Cory Joseph,placed on IL with bronchitis
4/18/2021,Pistons,,Jerami Grant,placed on IL with bruised left quadricep
4/18/2021,Pistons,,Sekou Doumbouya,placed on IL with concussion
4/18/2021,Raptors,,Fred VanVleet,placed on IL with left hip flexor injury
4/18/2021,Raptors,,Pascal Siakam,placed on IL with left shoulder inflammation
4/18/2021,Raptors,Gary Trent Jr.,,activated from IL
4/18/2021,Thunder,Aleksej Pokusevski,,activated from IL
4/18/2021,Wizards,,Rui Hachimura,placed on IL with sore left knee
4/19/2021,76ers,,Ben Simmons,placed on IL with illness
4/19/2021,76ers,Dwight Howard,,activated from IL
4/19/2021,76ers,George Hill,,activated from IL
4/19/2021,Bucks,Donte DiVincenzo,,activated from IL
4/19/2021,Celtics,,Kemba Walker,placed on IL with illness
4/19/2021,Celtics,Jaylen Brown,,activated from IL
4/19/2021,Grizzlies,,Dillon Brooks,placed on IL with left thigh injury
4/19/2021,Grizzlies,Brandon Clarke,,activated from IL
4/19/2021,Grizzlies,De'Anthony Melton,,activated from IL
4/19/2021,Grizzlies,Justise Winslow,,activated from IL
4/19/2021,Jazz,,Ersan Ilyasova,placed on IL with left hamstring injury
4/19/2021,Jazz,Derrick Favors,,activated from IL
4/19/2021,Jazz,Mike Conley,,activated from IL
4/19/2021,Jazz,Rudy Gobert,,activated from IL
4/19/2021,Nets,,Nicolas Claxton / Nic Claxton,placed on IL with NBA health and safety protocols
4/19/2021,Nets,,Reggie Perry,placed on IL with NBA health and safety protocols
4/19/2021,Nuggets,,Monte Morris,placed on IL with strained right hamstring
4/19/2021,Pacers,,Domantas Sabonis,placed on IL with lower back injury
4/19/2021,Pacers,,Jeremy Lamb,placed on IL with sore left knee (out for season)
4/19/2021,Pacers,,Myles Turner,placed on IL with right big toe injury (out for season)
4/19/2021,Pacers,Doug McDermott,,activated from IL
4/19/2021,Pistons,Killian Hayes,,activated from IL
4/19/2021,Thunder,,Luguentz Dort,placed on IL with strained right hip
4/20/2021,Clippers,,Kawhi Leonard,placed on IL with sore right foot
4/20/2021,Hornets,Devonte' Graham,,activated from IL
4/20/2021,Pelicans,,James Johnson,placed on IL with strained right adductor
4/20/2021,Pistons,Cory Joseph,,activated from IL
4/20/2021,Pistons,Jerami Grant,,activated from IL
4/20/2021,Pistons,Sekou Doumbouya,,activated from IL
4/20/2021,Raptors,,Paul Watson,placed on IL with left knee tendinitis (out for season)
4/20/2021,Raptors,,Rodney Hood,placed on IL with right knee tendinitis
4/20/2021,Raptors,Fred VanVleet,,activated from IL
4/20/2021,Raptors,O.G. Anunoby,,activated from IL
4/20/2021,Raptors,Pascal Siakam,,activated from IL
4/21/2021,Blazers,,Derrick Jones Jr.,placed on IL with bruised right hip
4/21/2021,Blazers,,Keljin Blevins,placed on IL with NBA health and safety protocols
4/21/2021,Bulls,,Troy Brown Jr.,placed on IL with sprained left ankle (out for season)
4/21/2021,Bulls,Adam Mokoka,,activated from IL
4/21/2021,Grizzlies,Dillon Brooks,,activated from IL
4/21/2021,Grizzlies,Jaren Jackson Jr.,,activated from IL
4/21/2021,Jazz,Ersan Ilyasova,,activated from IL
4/21/2021,Nets,Reggie Perry,,activated from IL
4/21/2021,Pacers,,Doug McDermott,placed on IL with sprained left ankle
4/21/2021,Pistons,,Killian Hayes,placed on IL with right hip injury
4/21/2021,Rockets,,Kevin Porter Jr.,placed on IL with NBA health and safety protocols
4/21/2021,Rockets,D.J. Augustine,,activated from IL
4/22/2021,76ers,,Furkan Korkmaz,placed on IL with sprained right ankle
4/22/2021,76ers,Tobias Harris,,activated from IL
4/22/2021,Bucks,,Justin Jackson (Aaron),placed on IL
4/22/2021,Celtics,,Jaylen Brown,placed on IL with bursitis in left shoulder
4/22/2021,Celtics,Kemba Walker,,activated from IL
4/22/2021,Hawks,,Trae Young,placed on IL with sprained left ankle
4/22/2021,Lakers,Anthony Davis,,activated from IL
